iter	Logloss
242	0.1860453578
243	0.1850046212
244	0.1843806022
245	0.1840663365
246	0.1836451939
247	0.1832803563
248	0.1826892744
249	0.1823745837
250	0.1820848955
251	0.1814939226
252	0.181223526
253	0.1808378165
254	0.1804116821
255	0.1801024301
256	0.179614672
257	0.1792540632
258	0.1788969203
259	0.1782246726
260	0.1777442278
261	0.1772734942
262	0.17677245
263	0.1763880702
264	0.1761046709
265	0.17590368
266	0.1756668418
267	0.1750913348
268	0.1747542245
269	0.1740707724
270	0.1738264465
271	0.173541347
272	0.1730007281
273	0.172668566
274	0.1722714233
275	0.172010934
276	0.1714551435
277	0.1710371072
278	0.1705719539
279	0.1703720529
280	0.1701433672
281	0.1698378863
282	0.1696284485
283	0.1692694092
284	0.168991939
285	0.1687712097
286	0.1685301535
287	0.1681149401
288	0.1677887399
289	0.1674419185
290	0.1671846117
291	0.1668097033
292	0.1662752642
293	0.1659210314
294	0.1656913321
295	0.1655348097
296	0.1653228106
297	0.1649762181
298	0.164597702
299	0.1642396436
300	0.1637795694
301	0.1632907431
302	0.1630367933
303	0.1624253191
304	0.1622073037
305	0.1617472076
306	0.161367569
307	0.1611274501
308	0.1608581979
309	0.1605933162
310	0.1603796496
311	0.1601292637
312	0.1598592486
313	0.159503915
314	0.1592258671
315	0.1589294216
316	0.1586467743
317	0.1584731838
318	0.1581755611
319	0.1580040523
320	0.1577908325
321	0.1576177216
322	0.157426845
323	0.157217974
324	0.1568664333
325	0.1565874154
326	0.1563562339
327	0.1561864471
328	0.1558701651
329	0.1556905256
330	0.155464325
331	0.1551328714
332	0.1547525024
333	0.1544757516
334	0.1541566685
335	0.1539461626
336	0.1536473083
337	0.1533149719
338	0.1530972726
339	0.1527025931
340	0.1524811663
341	0.1522112165
342	0.1520955767
343	0.1519066184
344	0.1514875357
345	0.1512033299
346	0.1509967041
347	0.1507759639
348	0.1504200309
349	0.1502473995
350	0.1499191284
351	0.149721211
352	0.1494566345
353	0.1492625863
354	0.1489971052
355	0.1487634168
356	0.148536377
357	0.1483370972
358	0.1482521057
359	0.1480704607
360	0.1477772304
361	0.1475146375
362	0.1472609166
363	0.1470494625
364	0.146963065
365	0.1465453557
366	0.1464486585
367	0.1458201817
368	0.1456095777
369	0.1454074533
370	0.1451799883
371	0.1449330575
372	0.1447452654
373	0.1445225089
374	0.1442827497
375	0.1440330505
376	0.1437859018
377	0.1435917882
378	0.1431119537
379	0.1427884565
380	0.1423090254
381	0.1421733638
382	0.1419926344
383	0.141739927
384	0.1415752738
385	0.1413020761
386	0.1411008126
387	0.1410052054
388	0.1407616752
389	0.1405374146
390	0.1402750942
391	0.1400845882
392	0.1397952271
393	0.1395982579
394	0.1390383148
395	0.1388385228
396	0.1385858045
397	0.1383363778
398	0.1381858063
399	0.1379456002
400	0.1377895028
401	0.1374075862
402	0.137179827
403	0.1368362754
404	0.1366720363
405	0.1365413339
406	0.1363667951
407	0.1359751347
408	0.1357692719
409	0.1354412188
410	0.1352672141
411	0.1351520647
412	0.134870115
413	0.134655304
414	0.1344966779
415	0.1343232945
416	0.1341572353
417	0.1339401899
418	0.1336922782
419	0.1335038539
420	0.1333093698
421	0.1331450871
422	0.1330260577
423	0.1327375357
424	0.1325095585
425	0.1323072052
426	0.1320092119
427	0.1317682648
428	0.1316600255
429	0.1314127459
430	0.1309929548
431	0.1307649231
432	0.1306532724
433	0.1304214696
434	0.1302016013
435	0.1300487627
436	0.1298458644
437	0.1295794024
438	0.1293786185
439	0.12921378
440	0.1290170288
441	0.1286362239
442	0.1284220668
443	0.1282574463
444	0.1277790506
445	0.127563324
446	0.1273888942
447	0.1270924595
448	0.1267734528
449	0.1266123526
450	0.1264244189
451	0.1261147526
452	0.1257620566
453	0.125614842
454	0.1254512242
455	0.1251729911
456	0.1250780378
457	0.1247780282
458	0.1245765468
459	0.124505419
460	0.1243289294
461	0.1241372681
462	0.1239617266
463	0.1234335545
464	0.1232538605
465	0.1231029946
466	0.1228980582
467	0.1227889797
468	0.1225597709
469	0.1223826817
470	0.12225514
471	0.1220286887
472	0.1217795236
473	0.1214907728
474	0.1213502066
475	0.1210455104
476	0.1208282253
477	0.1206558228
478	0.1205187334
479	0.1202305058
480	0.1198519026
481	0.119682094
482	0.119429463
483	0.1193021502
484	0.1191253662
485	0.1189573451
486	0.1187928445
487	0.1187138367
488	0.1182568032
489	0.1180563572
490	0.1178294591
491	0.1175393677
492	0.1173602513
493	0.1171976144
494	0.1170257132
495	0.1168861607
496	0.1166400146
497	0.1164616612
498	0.1162584141
499	0.1160978917
500	0.1158849117
501	0.1157508305
502	0.1154286739
503	0.1152109746
504	0.115055324
505	0.1148655592
506	0.1146623666
507	0.1142421177
508	0.1138193403
509	0.1136695862
510	0.1135161046
511	0.1133499146
512	0.1131332615
513	0.1130171858
514	0.1128358895
515	0.1125898089
516	0.1124265616
517	0.1122933415
518	0.1121632603
519	0.1120281328
520	0.1118145425
521	0.1116416931
522	0.1114743369
523	0.1113071333
524	0.1111386653
525	0.1110289437
526	0.1107889448
527	0.1106750161
528	0.1104020037
529	0.1102316393
530	0.1100895255
531	0.1099759783
532	0.1097933306
533	0.1095271519
534	0.1093962206
535	0.1091947501
536	0.1089913504
537	0.1087985665
538	0.1087376404
539	0.1086129434
540	0.1084586116
541	0.108266231
542	0.1080908748
543	0.1079193769
544	0.107784184
545	0.1075792694
546	0.1074846322
547	0.1073461587
548	0.1072067479
549	0.1070656259
550	0.1068221828
551	0.1065090942
552	0.1062598855
553	0.1060699899
554	0.1058015224
555	0.1056750379
556	0.1055802264
557	0.1054638781
558	0.1052497864
559	0.105117885
560	0.1047391728
561	0.1044857679
562	0.1043190111
563	0.1041543361
564	0.1039574541
565	0.1036994062
566	0.1035520499
567	0.1033658927
568	0.1031833758
569	0.1030140141
570	0.1027466038
571	0.1023126657
572	0.1020840236
573	0.1019290161
574	0.1016791643
575	0.1015884835
576	0.101534838
577	0.1013266754
578	0.1011571503
579	0.1010348293
580	0.1009649331
581	0.1007444545
582	0.1006082589
583	0.1004893712
584	0.1003761509
585	0.1002827018
586	0.1001623862
587	0.1000285993
588	0.09983089992
589	0.09975632804
590	0.09942829677
591	0.0992426627
592	0.09906670707
593	0.0988886588
594	0.09865512303
595	0.0984966932
596	0.09836898804
597	0.09822402954
598	0.0981111363
599	0.09801332746
600	0.0978981781
601	0.09774989537
602	0.09765387399
603	0.09749394008
604	0.09718560355
605	0.0970401328
606	0.09686271667
607	0.09671544756
608	0.09664893014
609	0.09651695251
610	0.09637559073
611	0.09620543344
612	0.09605352129
613	0.09592637198
614	0.0957875497
615	0.09569372995
616	0.09557423183
617	0.09538490295
618	0.09519773211
619	0.09505759103
620	0.09496019636
621	0.09483182635
622	0.09474000113
623	0.0944858333
624	0.09435405186
625	0.0942615509
626	0.09407055446
627	0.09402518136
628	0.09387720381
629	0.0937462398
630	0.0936793736
631	0.09355017526
632	0.09345044817
633	0.09331130981
634	0.09319328308
635	0.09304137094
636	0.09290333339
637	0.09276284354
638	0.09256447928
639	0.0924395752
640	0.09236627851
641	0.09226381574
642	0.09220676967
643	0.09209871565
644	0.09178783962
645	0.09166474479
646	0.09149965559
647	0.09143436977
648	0.09130990165
649	0.09117161887
650	0.09103747232
651	0.0908914784
652	0.09073504312
653	0.09059897832
654	0.09045795986
655	0.09033004216
656	0.0901374054
657	0.09003308432
658	0.08975016458
659	0.08954342433
660	0.08945835658
661	0.08933102744
662	0.0892004558
663	0.08903653826
664	0.08891517094
665	0.08884755271
666	0.08875361851
667	0.0884974071
668	0.08826808384
669	0.08814876556
670	0.08800221034
671	0.08794250488
672	0.08777380262
673	0.08751940046
674	0.08746380397
675	0.08737035479
676	0.0873135703
677	0.08716026306
678	0.08712279728
679	0.08698405675
680	0.08686592102
681	0.08671961648
682	0.08649541582
683	0.08646247864
684	0.0862165778
685	0.08604816982
686	0.08591726031
687	0.08563538688
688	0.08557938167
689	0.08533945356
690	0.08522015163
691	0.0851304136
692	0.08503772736
693	0.08495263781
694	0.08479093279
695	0.08465562003
696	0.0845507976
697	0.0844216156
698	0.08410717555
699	0.08402005877
700	0.08395113264
701	0.08387488229
702	0.08373497554
703	0.083672469
704	0.0834084865
705	0.08329836164
706	0.08315734863
707	0.08307365417
708	0.08296470097
709	0.08271573203
710	0.08261271341
711	0.08249973842
712	0.08235425677
713	0.08217266628
714	0.08206371852
715	0.08190875462
716	0.08177284241
717	0.08167165484
718	0.08158352443
719	0.08141795567
720	0.08131078993
721	0.08104637691
722	0.08093970163
723	0.08079711369
724	0.08049964905
725	0.08036363874
726	0.08023828779
727	0.08019661495
728	0.080104599
729	0.07996210371
730	0.0798381424
731	0.07964633942
732	0.07951274327
733	0.07937271118
734	0.07924198151
735	0.07908065796
736	0.07892189026
737	0.07881986891
738	0.07861422947
739	0.07853053502
740	0.07845378331
741	0.07828095572
742	0.07815291813
743	0.07805893489
744	0.0779529844
745	0.07786653246
746	0.07779279981
747	0.07772940499
748	0.07756912776
749	0.07749786377
750	0.07739331927
751	0.07727389199
752	0.07715167454
753	0.07701810564
754	0.07694743565
755	0.07687228067
756	0.07681186676
757	0.07672386714
758	0.07667027065
759	0.07658998217
760	0.07650736673
761	0.07646035331
762	0.07630048479
763	0.07621044159
764	0.076165608
765	0.07606460571
766	0.07602903094
767	0.07596658979
768	0.07593523298
769	0.07579854148
770	0.07565787724
771	0.07555395399
772	0.07543288095
773	0.07523499625
774	0.07513258798
775	0.07498323168
776	0.07495280675
777	0.07465340206
778	0.07450513567
779	0.07441931588
780	0.07435833522
781	0.07423783984
782	0.07403795515
783	0.07391416277
784	0.07389730726
785	0.07380814689
786	0.07359322684
787	0.07346488953
788	0.07323742458
789	0.07312487466
790	0.0730607278
791	0.07299282074
792	0.07284421103
793	0.0728187779
794	0.07268978119
795	0.07263487135
796	0.07247034345
797	0.07242765699
798	0.07232379368
799	0.07219729287
800	0.07204616002
801	0.07191982269
802	0.07188248771
803	0.07181818826
804	0.07172981262
805	0.07168690273
806	0.07162897382
807	0.07139186314
808	0.07130208697
809	0.07120828356
810	0.07101770673
811	0.0708354296
812	0.0706136322
813	0.07049795968
814	0.07026446751
815	0.0699067143
816	0.06985857827
817	0.06978888375
818	0.06964157104
819	0.06957127707
820	0.06952980042
821	0.06929703849
822	0.06926218305
823	0.06916156224
824	0.06898953029
825	0.06892671858
826	0.06887063163
827	0.06877692086
828	0.06870353699
829	0.06861861093
830	0.068539614
831	0.06848387582
832	0.06846089499
833	0.06839529855
834	0.06831823077
835	0.0682471684
836	0.06811842237
837	0.06804423196
838	0.0679384722
839	0.06772672381
840	0.06769461496
841	0.06755194528
842	0.06743345533
843	0.06735618591
844	0.06728364127
845	0.0672252655
846	0.06700430189
847	0.0667931039
848	0.06673029218
849	0.06646695818
850	0.06643853324
851	0.06641543797
852	0.06628895896
853	0.06618406023
854	0.06613188607
855	0.06592801775
856	0.06583720616
857	0.06579745156
858	0.06573741368
859	0.06567711966
860	0.06558261871
861	0.06548834664
862	0.06534617833
863	0.06510784149
864	0.06498625619
865	0.0648790196
866	0.06483127049
867	0.06476270948
868	0.06450200217
869	0.06443733215
870	0.06439346858
871	0.06425106594
872	0.06413722992
873	0.06400268555
874	0.06396489825
875	0.06394447872
876	0.06385541643
877	0.06381106785
878	0.06369495937
879	0.06357657296
880	0.06330373492
881	0.06318859645
882	0.0630450385
883	0.06292597634
884	0.06276156834
885	0.06271331787
886	0.06259601048
887	0.06250898089
888	0.06245370047
889	0.06232255663
890	0.06215293339
891	0.06210171291
892	0.06198757172
893	0.06197541373
894	0.06185241699
895	0.06180456979
896	0.06160156795
897	0.06136446272
898	0.06132031032
899	0.06119753156
900	0.06116730281
901	0.0611108235
902	0.06108136858
903	0.06105383737
904	0.06099407196
905	0.06098358699
906	0.06085139138
907	0.06084076473
908	0.06076726641
909	0.06073754447
910	0.06071115766
911	0.06069001334
912	0.06054385594
913	0.06052374704
914	0.06028204237
915	0.06018845694
916	0.0599432373
917	0.05990974971
918	0.05987703596
919	0.05968273708
920	0.05949359894
921	0.05942404611
922	0.05941688538
923	0.05934929439
924	0.05913096837
925	0.05900538853
926	0.05884573255
927	0.05872453962
928	0.05866113935
929	0.05859701429
930	0.05858860561
931	0.05854371207
932	0.05847382682
933	0.05837144579
934	0.05831748417
935	0.05821038927
936	0.05815486363
937	0.05813424247
938	0.05808316912
939	0.0580165863
940	0.05783648355
941	0.05770706177
942	0.05769020081
943	0.05767470224
944	0.05765691485
945	0.05760547093
946	0.05754777636
947	0.05753877367
948	0.05752802168
949	0.0574999673
950	0.057398589
951	0.05733511244
952	0.05729138511
953	0.05723530361
954	0.05721780504
955	0.05716182164
956	0.05703821455
957	0.05681103843
958	0.05678848267
959	0.05670476641
960	0.0566205161
961	0.05646876744
962	0.056391122
963	0.05638330187
964	0.05637090411
965	0.05629999433
966	0.05627671923
967	0.05624023438
968	0.05620868683
969	0.05619021279
970	0.05609206608
971	0.05597476959
972	0.05592771258
973	0.05591823033
974	0.05589352199
975	0.05588277544
976	0.05582318987
977	0.05576037816
978	0.05567955017
979	0.05558674949
980	0.05554001944
981	0.05548187256
982	0.0553352029
983	0.05532694135
984	0.05531715393
985	0.05530982971
986	0.05512866974
987	0.05505848476
988	0.05497288295
989	0.05488556453
990	0.05470449175
991	0.05464960916
992	0.05444629124
993	0.05442591531
994	0.05437800816
995	0.05432043893
996	0.05423261915
997	0.0541520037
998	0.05408530099
999	0.05399791173
